
program started at Sat Mar 23 17:47:25 GMT 2019
=============== dimension: 6*6 ==================
=============== square: (1,1) ==================
=============== yield time: 1 MINUTES ==================
=============== list of all neighbours: List(List((3,2), (1,1)), List((2,3), (1,1))) ==========
=============== list of selected neighbours: List(List((3,2), (1,1)), List((2,3), (1,1))) ==========
=============== number of threads: 8 ==================
=============== implementation used: KnightTourInFiniteBoardApp(6,6) ==================

neighbour: List((2,3), (1,1)), 3479 paths 

List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (5,4), (6,6), (4,5), (2,6), (1,4), (2,2), (4,1), (6,2), (4,3), (5,5), (6,3), (5,1), (3,2), (5,3), (6,1), (4,2), (2,1))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (1,4), (2,6), (4,5), (6,6), (5,4), (6,2), (4,1), (2,2), (4,3), (5,5), (6,3), (5,1), (3,2), (5,3), (6,1), (4,2), (2,1))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (5,4), (6,6), (4,5), (2,6), (1,4), (2,2), (4,1), (6,2), (4,3), (5,5), (6,3), (5,1), (3,2), (5,3), (6,1))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (3,2), (5,1), (6,3), (5,5), (4,3), (2,2), (1,4), (2,6), (4,5), (6,6), (5,4), (6,2), (4,1))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (3,2), (5,1), (6,3), (5,5), (4,3), (2,2), (4,1), (6,2), (5,4), (6,6), (4,5), (2,6), (1,4))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (3,2), (5,1), (6,3), (5,5), (4,3), (6,2), (5,4), (6,6), (4,5), (2,6), (1,4), (2,2), (4,1))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (3,2), (5,1), (6,3), (5,5), (4,3), (6,2), (4,1), (2,2), (1,4), (2,6), (4,5), (6,6), (5,4))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (4,1), (6,2), (5,4), (6,6), (4,5), (2,6), (1,4), (2,2), (4,3), (5,5), (6,3), (5,1), (3,2))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (2,1), (4,2), (6,1), (5,3), (4,1), (2,2), (1,4), (2,6), (4,5), (6,6), (5,4), (6,2), (4,3), (5,5), (6,3), (5,1), (3,2))
List((1,1), (2,3), (4,4), (6,5), (4,6), (2,5), (1,3), (3,4), (1,5), (3,6), (2,4), (1,6), (3,5), (5,6), (6,4), (5,2), (3,1), (1,2), (3,3), (4,1), (6,2), (5,4), (6,6), (4,5), (2,6), (1,4), (2,2), (4,3), (5,5), (6,3), (5,1), (3,2), (5,3), (6,1), (4,2), (2,1))
