1,7
2,4
3,2
4,0
5,0
7,0
9,0
11,1
12,0
14,0
15,0
16,5
17,1
18,3
19,1
20,6
21,3
23,0
25,0
27,1
28,2
30,0
31,0
32,4
33,4
35,0
37,0
39,0
40,0
42,2
43,0
44,1
45,3
46,1
48,0
50,0
52,2
53,0
54,0
55,0
57,0
58,0
59,0
60,0
61,0
62,2
63,0
65,0
66,1
67,1
68,0
70,0
72,0
73,1
75,0
77,0
79,0
80,1
81,0
83,1
84,0
85,0
86,0
88,3
89,0
91,1
92,2
93,0
94,1
96,1
97,2
98,1
100,1
101,1
103,1
104,1
105,6
106,0
108,0
110,0
111,2
112,1
114,0
115,1
116,1
118,1
119,1
120,0
122,0
123,1
125,0
127,0
129,0
131,0
133,0
135,0
136,0
137,0
139,0
141,0
142,0
143,0
144,1
145,0
146,0
147,0
149,0
150,0
151,0
153,0
154,0
156,0
158,0
160,0
162,0
164,0
166,0
168,0
170,0
172,0
174,0
176,0
178,0
180,0
182,0
184,0
186,0
188,0
190,0
192,0
194,1
196,0
198,0
200,0
201,1
202,0
204,0
206,0
208,0
210,0
211,0
212,0
213,0
214,1
216,0
217,1
218,0
219,0
221,1
222,0
224,1
225,0
227,0
229,0
231,0
233,0
235,0
236,0
238,0
239,2
240,0
242,0
244,0
246,0
248,0
250,0
252,0
253,0
254,0
256,2
257,1
259,0
260,0
261,1
263,0
265,0
267,0
269,0
271,0
273,0
274,0
275,0
277,1
278,0
279,3
280,0
282,0
284,0
286,0
288,0
290,0
292,0
294,0
296,0
298,0
300,0
302,0
304,0
306,0
308,0
310,0
312,0
314,0
316,0
318,0
320,0
322,0
324,0
326,0
328,0
330,0
332,0
334,0
336,0
338,0
340,0
341,0
342,0
344,0
345,0
346,0
348,0
350,0
352,0
354,0
356,0
358,0
360,0
362,0
364,0
366,0
367,2
369,0
371,0
373,0
374,0
376,0
378,0
379,0
380,0
382,0
383,2
384,0
385,0
386,0
388,0
390,0
392,0
393,0
395,1
397,0
399,0
401,0
403,0
405,0
407,0
409,0
411,0
413,0
415,0
417,0
419,0
421,0
423,0
425,0
427,0
429,0
431,0
433,0
435,0
437,0
439,0
441,0
443,0
445,0
447,0
449,0
450,0
451,0
453,0
455,0
457,0
459,0
461,0
463,0
465,0
467,0
469,0
471,0
473,0
475,0
477,0
479,0
481,0
483,0
485,0
487,0
489,0
491,0
493,0
495,0
497,0
499,0
501,0
503,0
505,0
507,0
509,0
511,0
513,0
515,0
517,0
519,0
521,0
523,0
525,0
527,0
529,0
531,0
533,0
535,0
537,0
539,0
541,0
543,0
545,0
547,0
549,0
551,0
553,0
555,0
557,0
559,0
561,0
563,0
565,0
567,0
569,0
571,0
573,0
575,0
577,0
579,0
581,0
583,0
585,0
587,0
589,0
591,0
593,0
595,0
597,0
599,0
601,0
603,0
605,0
607,0
609,0
611,0
613,0
615,0
617,0
619,0
621,0
623,0
625,0
627,0
629,0
631,0
633,0
635,0
637,0
639,0
641,0
643,0
645,0
647,0
649,0
651,0
653,0
655,0
657,0
659,0
661,0
663,0
665,0
667,0
669,0
671,0
673,0
675,0
677,0
679,0
681,0
683,0
685,0
687,0
689,0
691,0
693,0
695,0
696,1
697,0
698,2
699,1
701,0
703,0
704,0
706,0
708,0
710,0
712,0
714,0
716,0
717,0
718,0
720,1
722,0
724,0
726,0
728,0
730,0
732,0
734,0
736,0
738,0
740,0
742,0
744,0
746,0
748,0
750,0
752,0
754,0
756,0
758,0
760,0
762,0
764,1
766,0
767,1
769,0
771,0
773,0
775,2
776,1
778,0
780,0
781,0
782,0
784,0
786,0
788,1
789,0
790,0
791,1
792,0
793,0
794,2
795,1
797,0
799,0
800,0
801,2
802,0
804,0
806,0
808,0
809,1
810,0
811,0
812,0
813,0
814,0
816,0
818,0
819,1
821,0
823,0
825,0
827,0
828,0
829,0
830,0
832,0
833,1
835,0
837,0
838,0
840,0
842,0
844,0
846,0
848,0
850,0
852,0
854,0
856,0
858,0
860,0
862,0
864,0
866,0
868,0
870,0
872,0
873,0
874,0
876,0
878,0
880,0
882,0
884,0
886,0
888,0
890,0
892,0
894,0
896,0
898,0
900,0
902,0
904,0
906,0
908,0
910,0
912,0
914,0
916,0
918,0
920,0
922,0
924,0
926,0
928,0
930,0
932,0
934,0
936,0
938,0
940,0
942,0
944,0
946,0
948,0
950,0
951,0
952,0
953,0
955,0
957,0
959,0
960,0
961,0
962,0
963,0
964,0
965,1
967,1
969,1
970,3
971,2
973,3
975,2
976,0
977,2
978,3
979,1
980,0
982,0
983,0
984,4
985,0
987,2
988,1
989,1
991,0
993,0
995,0
996,0
998,0
999,0
1001,0
1003,0
1005,1
1006,2
1008,0
1009,3
1010,2
1012,0
1013,0
1015,0
1017,0
1019,0
1021,0
1022,0
1023,0
1024,3
1025,0
1026,0
1028,4
1029,0
1031,0
1033,0
1035,4
1036,2
1037,1
1038,1
1039,0
1040,5
1042,0
1044,0
1046,1
1047,3
1049,2
1051,2
1052,0
1053,0
1054,0
1056,0
1057,0
1059,0
1061,0
1063,0
1064,0
1065,1
1066,4
1067,0
1068,5
1070,0
1072,1
1073,0
1074,0
1076,0
1078,0
1080,0
1082,0
1084,1
1086,0
1087,0
1089,0
1090,1
1091,3
1093,0
1095,0
1096,2
1097,3
1098,0
1099,0
1100,0
1101,1
1103,0
1105,0
1107,2
1108,0
1110,0
1112,0
